"id_docente";"nome";"titulo";"ano_inicio";"ano_fim";"situacao";"natureza";"qtd_graduacao";"qtd_especializacao";"qtd_mestrado";"qtd_doutorado";"integrantes";"financiador";"responsavel"
26;Anselmo Cardoso de Paiva;IGIS: Um Framework para Sistemas de Informações Geográficas;2002;"2004";CONCLUIDO;PESQUISA;"3";"0";"0";"0";"Anselmo Cardoso de Paiva;  Elvis Rodrigues da Silva;  Cláudio de Souza Baptista;  André Pereira Nunes;  Camilo Porto Nunes;  Damião Ribeiro de Almeida,;  David Cavassana;  ";Conselho Nacional de Desenvolvimento Científico e Tecnológico;Sim
26;Anselmo Cardoso de Paiva;Compressão e Visualização de Dados Volumétricos;2001;"2005";CONCLUIDO;PESQUISA;"2";"0";"1";"0";"Anselmo Cardoso de Paiva;  Ronaldo Giusti Abreu Gomes;  Fernando Demétrio Cutrim;  João Rodrigo Ferreira da Silva Sousa;  Leonardo de Oliveira Martins;  Daniel Moreira Guilhon;  Robertson da Silva Pereira;  Valdeci Ribeiro da Silva Júnior;  Carlos Eduardo Silva Araújo;  ";Conselho Nacional de Desenvolvimento Científico e Tecnológico;Sim
54;Antonio Oseas de Carvalho Filho;MÉTODO AUTOMÁTICO PARA DIAGNÓSTICO E ACOMPANHAMENTO DA TUBERCULOSE USANDO VISÃO E INTELIGÊNCIA COMPUTACIONAL.;2021;"";EM_ANDAMENTO;PESQUISA;"1";"";"1";"";"Antonio Oseas de Carvalho Filho;  Kelly Maria da Silva Oliveira;  ANDERSON SILVA BORGES, FABBIO;  mateus assis veloso;  ";Fundação de Amparo à Pesquisa do Estado do Piauí;Sim
54;Antonio Oseas de Carvalho Filho;Desenvolvimento de um software para auxílio no diagnóstico precoce da tuberculose;2021;"";EM_ANDAMENTO;DESENVOLVIMENTO;"4";"";"1";"";"Antonio Oseas de Carvalho Filho;  ";;Sim
54;Antonio Oseas de Carvalho Filho;Programação para WEB: aprendendo a desenvolver sites do zero;2020;"";EM_ANDAMENTO;EXTENSAO;"4";"0";"0";"0";"Antonio Oseas de Carvalho Filho;  Alcilene Dalilia de Sousa;  Flávio Henrique de Araújo;  Romuere Rodrigues Veloso e Silva;  Deborah Maria Vieira Magalhães;  ";;Sim
54;Antonio Oseas de Carvalho Filho;Informática básica para todos: entrando no mundo digital;2020;"";EM_ANDAMENTO;EXTENSAO;"4";"0";"0";"0";"Antonio Oseas de Carvalho Filho;  Alcilene Dalilia de Sousa;  Flávio Henrique de Araújo;  Romuere Rodrigues Veloso e Silva;  Deborah Maria Vieira Magalhães;  ";;Sim
54;Antonio Oseas de Carvalho Filho;Mapa da COVID-19: Uma Ferramenta Computacional para Ciência dos Dados;2020;"2020";CONCLUIDO;PESQUISA;"5";"";"2";"";"Antonio Oseas de Carvalho Filho;  Flávio Henrique de Araújo;  Romuere Rodrigues Veloso e Silva;  Ricardo de Andrade Lira;  Fábbio Anderson Silva;  Patrick Ryan Sales dos Santos;  Samuel P. B. D. Lélis;  ";;Sim
54;Antonio Oseas de Carvalho Filho;Metodologias automáticas para classificação de nódulos pulmonares usando descritores de forma e textura;2019;"2023";CONCLUIDO;PESQUISA;"5";"";"1";"";"Antonio Oseas de Carvalho Filho;  Flávio Henrique de Araújo;  Romuere Rodrigues Veloso e Silva;  Deborah Maria Vieira Magalhães;  SOUSA, ALCILENE;  ";Fundação de Amparo à Pesquisa do Estado do Piauí;Sim
54;Antonio Oseas de Carvalho Filho;Inteligência e Visão computacional aplicadas a problemas de imagens médicas para uso em sistemas de auxílio ao diagnóstico;2019;"";EM_ANDAMENTO;PESQUISA;"6";"";"3";"3";"Antonio Oseas de Carvalho Filho;  Flávio Henrique de Araújo;  Romuere Rodrigues Veloso e Silva;  Deborah Maria Vieira Magalhães;  SOUSA, ALCILENE;  ";;Sim
54;Antonio Oseas de Carvalho Filho;Desenvolvimento de um software para auxílio no diagnóstico médico por imagem;2019;"";EM_ANDAMENTO;DESENVOLVIMENTO;"2";"";"2";"";"Antonio Oseas de Carvalho Filho;  Nonato Rodrigues de Sales;  Flávio Henrique de Araújo;  ";;Sim
54;Antonio Oseas de Carvalho Filho;Métodos para classificação de lesões de imagens médicas usando descritores de textura e forma e classificadores baseados em deep learning;2018;"";EM_ANDAMENTO;PESQUISA;"2";"0";"2";"0";"Antonio Oseas de Carvalho Filho;  ";Fundação de Amparo à Pesquisa do Estado do Piauí;Sim
54;Antonio Oseas de Carvalho Filho;Diagnóstico precoce de câncer de pulmão baseado em imagens de tomografia computadorizada;2018;"";EM_ANDAMENTO;PESQUISA;"5";"";"4";"";"Antonio Oseas de Carvalho Filho;  NUNES, RODOLFO ACATAUASSÚ;  Cardoso de Paiva, Anselmo;  Aristófanes Corrêa Silva;  Romuere Rodrigues Veloso e Silva;  Deborah Maria Vieira Magalhães;  FATIMA NELSIZEUMA SOMBRA DE MEDEIROS;  ";Conselho Nacional de Desenvolvimento Científico e Tecnológico;Sim
54;Antonio Oseas de Carvalho Filho;Metodologias para classificação automática de imagens médicas para uso em sistemas Computer-Aided Diagnostic;2017;"2018";CONCLUIDO;PESQUISA;"2";"";"";"";"Antonio Oseas de Carvalho Filho;  ";;Sim
54;Antonio Oseas de Carvalho Filho;Introdução a programação Python UFPI/ADIMÓ/CUCA;2016;"2020";CONCLUIDO;EXTENSAO;"6";"0";"0";"0";"Antonio Oseas de Carvalho Filho;  Alcilene Dalilia de Sousa;  Patricia Medyna Lauritzen De Lucena Drumond;  Márcio Alves de Macêdo;  Patrícia Vieira da Silva Barros;  ";Universidade Federal do Piauí;Sim
54;Antonio Oseas de Carvalho Filho;Programação Web UFPI/ADIMÓ/CUCA;2016;"2020";CONCLUIDO;EXTENSAO;"6";"0";"0";"0";"Antonio Oseas de Carvalho Filho;  Patrícia Vieira da Silva Barros;  Jaqueline Campelo de Sousa;  Douglas Siqueira Gonçalves;  ";Universidade Federal do Piauí;Sim
54;Antonio Oseas de Carvalho Filho;Metodologias de redução de falsos positivos usando descritores de forma e textura;2015;"2016";CONCLUIDO;PESQUISA;"3";"0";"0";"0";"Antonio Oseas de Carvalho Filho;  Alcilene Dalilia de Sousa;  Patricia Medyna Lauritzen De Lucena Drumond;  ";;Sim
54;Antonio Oseas de Carvalho Filho;ISP - Soluções de Gerenciamento - Virtex Admin.;2010;"2011";EM_ANDAMENTO;DESENVOLVIMENTO;"3";"";"";"";"Antonio Oseas de Carvalho Filho;  Alcilene Dalilia de Sousa;  Nonato Rodrigues de Sales;  ";FIRME SERVIÇOS E VIRTEX LTDA;Sim
54;Antonio Oseas de Carvalho Filho;Desenvolvimento dos portais corporativos Casa Apis e COCAJUPI.;2009;"2009";CONCLUIDO;EXTENSAO;"3";"";"";"";"Antonio Oseas de Carvalho Filho;  Jose Anatiel dos Santos;  Alcilene Dalilia de Sousa;  ";"";Sim
29;Areolino de Almeida Neto;Sistema de Detecção de Arma de Fogo em Porte Individual;2021;"";EM_ANDAMENTO;PESQUISA;"1";"";"1";"";"Areolino de Almeida Neto;  RODRIGO FUMIHIRO DE AZEVEDO KANEHISA;  ROMULO AUGUSTO AIRES SOARES;  ";Conselho Nacional de Desenvolvimento Científico e Tecnológico;Sim
29;Areolino de Almeida Neto;Rede Deep Learning Colaborativa para Processamento de Comandos de Voz;2020;"";EM_ANDAMENTO;PESQUISA;"";"";"1";"1";"Areolino de Almeida Neto;  Antonio Fernando Macedo Ribeiro;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
29;Areolino de Almeida Neto;DESENVOLVIMENTO DE FRAMEWORK PARA EXPLORAÇÃO AUTÔNOMA EM SISTEMAS COGNITIVOS MULTI ROBÓTICOS;2018;"";EM_ANDAMENTO;PESQUISA;"1";"";"2";"1";"Areolino de Almeida Neto;  Alexandre César Muniz de Oliveira;  Paulo Rogério de Almeida Ribeiro;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Não
29;Areolino de Almeida Neto;Casamento de Mapas Gerados por Robôs via Computação em Nuvem;2018;"";EM_ANDAMENTO;PESQUISA;"2";"";"1";"";"Areolino de Almeida Neto;  Alexandre César Muniz de Oliveira;  Mário Meireles Teixeira;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
29;Areolino de Almeida Neto;Sistema Autônomo de Construção de Estruturas usando Aprendizado por Reforço;2018;"2021";CONCLUIDO;PESQUISA;"";"";"1";"";"Areolino de Almeida Neto;  Sérgio Ronaldo Barros dos Santos;  Diego de Oliveira Dantas;  ";Conselho Nacional de Desenvolvimento Científico e Tecnológico;Sim
29;Areolino de Almeida Neto;Deep Learning Colaborativa para Reconhecimento de Semáforo de Trânsito;2016;"2019";CONCLUIDO;PESQUISA;"";"";"1";"";"Areolino de Almeida Neto;  Tiago Bonini Borchartt;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
29;Areolino de Almeida Neto;Fusão de Sensores em Robótica Móvel Usando Múltiplas Redes Neurais;2015;"2018";CONCLUIDO;PESQUISA;"1";"";"1";"";"Areolino de Almeida Neto;  Alexandre César Muniz de Oliveira;  BUONOCORE, LUCIANO;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
29;Areolino de Almeida Neto;SisRAT - Sistema de Localização e Mapeamento Simultâneos (SLAM) em Robótica Móvel;2014;"2016";CONCLUIDO;PESQUISA;"3";"";"2";"";"Areolino de Almeida Neto;  Luciano Buonocore;  Alexandre César Muniz de Oliveira;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
29;Areolino de Almeida Neto;Múltiplas Redes Neurais Utilizando Redes MLP e RBF Para Diagnóstico Médico;2014;"2017";CONCLUIDO;PESQUISA;"";"";"";"";"Areolino de Almeida Neto;  Aline Porfiro Teixera;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
29;Areolino de Almeida Neto;Incubadora de Empresas de Base Tecnológica do Maranhão - INCUBEM;2013;"2017";CONCLUIDO;OUTRA;"15";"";"3";"";"Areolino de Almeida Neto;  Marcos Tadeu Rezende de Araújo;  Maria de Fátima Santos Farias;  ";Banco do Nordeste do Brasil;Sim
29;Areolino de Almeida Neto;Escalonamento de Recursos em Servidores Web em Nuvem Assistido por Múltiplas Redes Neurais Artificiais;2013;"2015";CONCLUIDO;PESQUISA;"";"";"1";"";"Areolino de Almeida Neto;  Mário Meireles Teixeira;  Filipe Fontineli de Almeida;  ";Coordenação de Aperfeiçoamento de Pessoal de Nível Superior;Sim
29;Areolino de Almeida Neto;Manutenção Preditiva de Rodas de Trem via Redes Neurais;2013;"2016";CONCLUIDO;DESENVOLVIMENTO;"";"";"1";"";"Areolino de Almeida Neto;  Jorge Luiz Santos Cordeiro;  ";CNPQ;Sim
29;Areolino de Almeida Neto;Detecção de Quedas em Idosos Usando Redes Neurais Artificiais;2012;"2014";CONCLUIDO;DESENVOLVIMENTO;"";"";"2";"";"Areolino de Almeida Neto;  Marcelo Vidigal;  Mário Renato Chaves Lima;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
29;Areolino de Almeida Neto;Projeto de Robô Móvel Educacional;2012;"2013";CONCLUIDO;DESENVOLVIMENTO;"5";"";"";"";"Areolino de Almeida Neto;  ";;Sim
29;Areolino de Almeida Neto;Departamento de Empreendedorismo e Inovação - DEMI;2012;"2017";CONCLUIDO;OUTRA;"";"";"";"";"Areolino de Almeida Neto;  ";;Sim
29;Areolino de Almeida Neto;Desvio de Obstáculos Dinâmicos em Robótica Móvel;2012;"2016";CONCLUIDO;PESQUISA;"4";"";"1";"";"Areolino de Almeida Neto;  Alexandre César Muniz de Oliveira;  BUONOCORE, LUCIANO;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
29;Areolino de Almeida Neto;Otimização de Tempos Semafóricos via Múltiplas Redes Neurais;2011;"2014";CONCLUIDO;PESQUISA;"";"";"1";"";"Areolino de Almeida Neto;  OLIVEIRA, MICHEL B.W. DE;  ";Coordenação de Aperfeiçoamento de Pessoal de Nível Superior;Sim
29;Areolino de Almeida Neto;SISTERNA - Sistema de Telemedição de Reservatórios Nodais de Água;2011;"2013";CONCLUIDO;DESENVOLVIMENTO;"4";"";"";"";"Areolino de Almeida Neto;  Marcos Tadeu Rezende de Araújo;  ";;Sim
29;Areolino de Almeida Neto;Intelligent System in Industry;2010;"2010";CONCLUIDO;OUTRA;"";"";"";"";"Areolino de Almeida Neto;  ";Comissão Européia;Sim
29;Areolino de Almeida Neto;SENÉTFORO - Semáforo de Trânsito Controlado via Internet;2010;"2013";CONCLUIDO;DESENVOLVIMENTO;"5";"";"1";"";"Areolino de Almeida Neto;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
29;Areolino de Almeida Neto;Projeto de Criação do Instituto Técnico Espacial do Maranhão;2009;"2012";CONCLUIDO;OUTRA;"1";"";"";"";"Areolino de Almeida Neto;  Adenilson Lima Diniz;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
29;Areolino de Almeida Neto;Sistema de Identificação e Localização de Ônibus Urbanos;2008;"2014";CONCLUIDO;PESQUISA;"7";"";"";"";"Areolino de Almeida Neto;  Marcos Tadeu Rezende de Araújo;  Maria de Fátima Santos Farias;  ";CNPQ;Sim
29;Areolino de Almeida Neto;Projeto de Inovação Tecnológica no Controle do Forno da Usina de Pelotização da CVRD/São Luís;2007;"2010";CONCLUIDO;PESQUISA;"10";"";"";"";"Areolino de Almeida Neto;  Marcos Tadeu Rezende de Araújo;  Alexandre César Muniz de Oliveira;  Afonso Flávio Ribeiro de Carvalho;  ";Financiadora de Estudos e Projetos;Sim
29;Areolino de Almeida Neto;Prontunet - Prontuário Médico via Internet;2006;"2008";CONCLUIDO;DESENVOLVIMENTO;"1";"";"";"";"Areolino de Almeida Neto;  Marcos Tadeu Rezende de Araújo;  Adalberto José Araújo Tavares Jr.;  ";TQNK Tecnologia Aplicada LTDA;Sim
29;Areolino de Almeida Neto;Integração e Teste de um Sistema de Desvio de Obstáculos Dinâmicos;2006;"2008";CONCLUIDO;DESENVOLVIMENTO;"0";"0";"0";"0";"Areolino de Almeida Neto;  Bodo Heimann;  Holger Blume;  ";Deutscher Akademischer Austauschdienst;Sim
29;Areolino de Almeida Neto;Obstacle avoidance using RL;2005;"2005";CONCLUIDO;PESQUISA;"";"";"1";"";"Areolino de Almeida Neto;  Holger Blume;  Bodo Heimann;  ";Coordenação de Aperfeiçoamento de Pessoal de Nível Superior;Sim
29;Areolino de Almeida Neto;Controle de Temperatura de Forno de Cozimento de Cerâmica Vermelha;2003;"2007";CONCLUIDO;DESENVOLVIMENTO;"3";"";"";"";"Areolino de Almeida Neto;  Marcos Tadeu Rezende de Araújo;  Luciano Buonocore;  ";Fundo de Desenvolvimento Científico e Tecnológico do Bnb;Não
29;Areolino de Almeida Neto;IRTV - Interface de Régua de Tempo Virtual;1998;"1999";CONCLUIDO;PESQUISA;"2";"";"";"";"Areolino de Almeida Neto;  Marcos Tadeu Rezende de Araújo;  ";Financiadora de Estudos e Projetos;Sim
29;Areolino de Almeida Neto;Tênis computadorizado para medição de distância percorrida, velocidade instantânea, velocidade média e tempo gasto na caminhada.;1998;"1999";CONCLUIDO;PESQUISA;"1";"0";"0";"0";"Areolino de Almeida Neto;  Marcos Tadeu Rezende de Araújo;  ";Universidade Federal do Maranhão;Não
29;Areolino de Almeida Neto;Controlador Programável de Semáforos;1998;"1999";CONCLUIDO;DESENVOLVIMENTO;"2";"0";"0";"0";"Areolino de Almeida Neto;  Marcos Tadeu Rezende de Araújo;  ";"";Não
20;Aristófanes Corrêa Silva;Projeto de Enfrentamento à Covid-19: Estudo e Práticas com Foco na Saúde do Trabalhador;2022;"";EM_ANDAMENTO;PESQUISA;"";"";"";"";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Francisco José da Silva e Silva;  Geraldo Braz Junior;  Darlan Bruno Pontes Quintanilha;  Maia, Ivana Marcia Oliveira;  DE ALMEIDA, JOAO DALLYSON SOUSA;  FERNANDES, VANDECIA R. M.;  DAVI VIANA DOS SANTOS;  LUCIANO REIS COUTINHO;  ";;Sim
20;Aristófanes Corrêa Silva;Inteligência Computacional no Apoio às Ações de Controle Externo - ICCE;2022;"";EM_ANDAMENTO;PESQUISA;"2";"";"";"";"Aristófanes Corrêa Silva;  Cláudio de Souza Baptista;  PAIVA, ANSELMO CARDOSO;  Darlan Bruno Pontes Quintanilha;  DE ALMEIDA, JOÃO DALLYSON S.;  Geraldo Braz Júnior;  DA ROCHA, SIMARA VIEIRA;  RIVERO, LUIS;  ";;Não
20;Aristófanes Corrêa Silva;Diagnóstico de patologias em radiografias torácicas utilizando redes neurais profundas;2022;"";EM_ANDAMENTO;PESQUISA;"1";"";"";"";"Aristófanes Corrêa Silva;  PAIVA, ANSELMO CARDOSO;  ALMEIDA, JOÃO DALLYSON;  ROCHA, SIMARA VIEIRA;  Geraldo Braz Júnior;  ";;Não
20;Aristófanes Corrêa Silva;Detecção automática de patologias em imagens médicas usando aprendizagem profunda;2022;"";EM_ANDAMENTO;PESQUISA;"2";"";"";"";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Geraldo Braz Junior;  Darlan Bruno Pontes Quintanilha;  BANDEIRA DINIZ, JOÃO OTÁVIO;  ALMEIDA, JOÃO DALLYSON;  ";;Não
20;Aristófanes Corrêa Silva;Detecção e Diagnóstico Automático de Doenças em Imagens Médicas: Oftalmológicas e Abdominais;2022;"";EM_ANDAMENTO;PESQUISA;"";"";"";"2";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Jorge Antonio Meireles Teixeira;  Darlan Bruno Pontes Quintanilha;  DALLYSON SOUSA DE ALMEIDA, JOAO;  Geraldo Braz Júnior;  ";;Não
20;Aristófanes Corrêa Silva;Análise e Processamento de Imagens Médicas usando Aprendizagem Profunda;2021;"";EM_ANDAMENTO;PESQUISA;"";"";"";"";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Darlan Bruno Pontes Quintanilha;  Geraldo Braz Júnior;  Daniel Lima Gomes Junior;  BANDEIRA DINIZ, JOÃO OTÁVIO;  DE ALMEIDA, JOAO DALLYSON SOUSA;  FERNANDES, VANDECIA R. M.;  DA ROCHA, SIMARA VIEIRA;  RIVERO, LUIS;  ";Conselho Nacional de Desenvolvimento Científico e Tecnológico;Sim
20;Aristófanes Corrêa Silva;Inteligência Computacional Aplicada ao Setor de Energia e de Atençao à Saúde Humana - ICAES;2020;"";EM_ANDAMENTO;PESQUISA;"";"";"";"";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  DE ALMEIDA, JOAO DALLYSON SOUSA;  FERNANDES, VANDECIA R. M.;  BRAZ JUNIOR, GERALDO;  DA ROCHA, SIMARA VIEIRA;  ";;Não
20;Aristófanes Corrêa Silva;Rastreamento automático de deformidades da coluna vertebral em imagens;2020;"";EM_ANDAMENTO;PESQUISA;"";"";"";"";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  DE ALMEIDA, JOAO DALLYSON SOUSA;  Geraldo Braz Júnior;  RAUL FRANKLIM DE CARVALHO ALMEIDA;  ";;Não
20;Aristófanes Corrêa Silva;Definição adaptativa de parâmetros para a crítica da medição do consumo de energia elétrica usando Deep Learning e Survival Analysis (SisHCo);2019;"";EM_ANDAMENTO;DESENVOLVIMENTO;"5";"";"4";"1";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  BRAZ, GERALDO;  DE ALMEIDA, JOÃO DALLYSON S.;  ";Centrais Elétricas do Pará;Não
20;Aristófanes Corrêa Silva;Inteligência computacional para identificar a predisposição de consumidores à proposição de ações judiciais (SiPAJu);2018;"";EM_ANDAMENTO;DESENVOLVIMENTO;"8";"";"4";"4";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Geraldo Braz Junior;  Darlan Bruno Pontes Quintanilha;  DA SILVA, GIOVANNI LUCCA FRANÇA;  DE ALMEIDA, JOÃO DALLYSON S.;  DINIZ, JOÃO OTÁVIO BANDEIRA;  ";Companhia Energetica do Maranhão;Sim
20;Aristófanes Corrêa Silva;Autoleitura de consumo de energia elétrica com auto-auditoria periódica baseados em processamento de imagem e inteligência computacional - AutoSILEM;2018;"";EM_ANDAMENTO;DESENVOLVIMENTO;"6";"";"3";"1";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Geraldo Braz Junior;  DA ROCHA, SIMARA V.;  DE ALMEIDA, JOÃO DALLYSON S.;  ";Companhia Energetica do Maranhão;Sim
20;Aristófanes Corrêa Silva;Imagens médicas: processamento, análise, classificação e visualização;2016;"";EM_ANDAMENTO;PESQUISA;"6";"";"4";"6";"Aristófanes Corrêa Silva;  Marcelo Gattass;  Rodolfo Acatauassú Nunes;  Anselmo Cardoso de Paiva;  Alcione Miranda dos Santos;  Geraldo Braz Junior;  Joao Viana Fonseca Neto;  Aura Conci;  DA ROCHA, SIMARA V.;  DE ALMEIDA, JOÃO DALLYSON S.;  NETTO, STELMO MAGALHAES BARROS;  ";;Sim
20;Aristófanes Corrêa Silva;"Medic&#807;a&#771;o e validac&#807;a&#771;o do consumo de energia usando dispositivos mo&#769;veis, te&#769;cnicas de processamento de imagens e intelige&#770;ncia computacional";2016;"";EM_ANDAMENTO;PESQUISA;"4";"";"";"6";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Geraldo Braz Junior;  João Dallyson Sousa de Almeida;  ";;Sim
20;Aristófanes Corrêa Silva;Medição e validação do consumo de energia usando dispositivos móveis, técnicas de processamento de imagens e inteligência computacional;2016;"";EM_ANDAMENTO;DESENVOLVIMENTO;"4";"";"";"6";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Geraldo Braz Junior;  João Dallyson Sousa de Almeida;  ";;Sim
20;Aristófanes Corrêa Silva;Detecção e Diagnóstico de Câncer de Mama e Pulmão Usando Análise de Diversidade e Análise Geométrica;2013;"";EM_ANDAMENTO;PESQUISA;"3";"";"4";"2";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Geraldo Braz Junior;  ROCHA, SIMARA VIEIRA DA;  ";Conselho Nacional de Desenvolvimento Científico e Tecnológico;Não
20;Aristófanes Corrêa Silva;Detecção e diagnóstico precoce de câncer de mama baseado em análise de de imagens médicas multimodais;2012;"2014";EM_ANDAMENTO;PESQUISA;"5";"";"3";"3";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Alcione Miranda dos Santos;  Aura Conci;  Rita de Cássia Fernandes de Lima;  Evaldinólia Gilbertoni Moreira;  Karla Donato Fook;  ";Instituto Federal do Maranhão;Sim
20;Aristófanes Corrêa Silva;Detecção e Diagnóstico de Cancer de Mama e Pulmão;2012;"";EM_ANDAMENTO;PESQUISA;"4";"";"2";"2";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  ROCHA, SIMARA VIEIRA DA;  BRAZ, GERALDO;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Não
20;Aristófanes Corrêa Silva;Visualização, detecção e diagnóstico precoce de câncer de mama baseado em análise de imagens médicas multimodais;2012;"2014";EM_ANDAMENTO;PESQUISA;"5";"";"3";"3";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Alcione Miranda dos Santos;  Aura Conci;  Rita de Cássia Fernandes de Lima;  Evaldinólia Gilbertoni Moreira;  Karla Donato Fook;  ";Universidade Federal Fluminense;Sim
20;Aristófanes Corrêa Silva;Um Ambiente para Armazenamento, Recuperação, Interpretação e Análise de Grandes Volumes de Dados MultimÍdia;2011;"2013";CONCLUIDO;PESQUISA;"4";"";"4";"";"Aristófanes Corrêa Silva;  Paulo Cezar Pinto Carvalho;  Anselmo Cardoso de Paiva;  Geraldo Braz Junior;  Simara Vieira da Rocha;  Asla Medeiros e Sá;  ";Fundação Getúlio Vargas;Não
20;Aristófanes Corrêa Silva;Desenvolvimento de Modelos Matemáticos para Aplicação no Controle da Dengue;2010;"2014";EM_ANDAMENTO;PESQUISA;"10";"";"5";"4";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Cláudia Torres Codeço;  Oswaldo Cruz;  Paula Mendes Luz;  Aline Nobre;  Taynana Simões;  Helio Schechtman;  Francisco Antônio Bezerra Coutinho;  Maria Izabel Tavares Camacho;  Jair Koller;  Eduardo Massad;  Renato Martins Assunção;  Glaura C Franco;  Marcelo A Costa;  Rosângela Loschi;  Fábio Demarqui;  Érica Castilho;  Márcia Barbian;  Maria Cristina Almeida;  Eduardo Peçanha;  Jorge Passamani Zubelli;  Tiago Garcia de Carneiro;  Raquel Martins Lana;  Iraziet da Cunha Charret;  Lucas Del Bianco Faria;  Rogério Luís Rizzi;  Guilherme Galante;  Claudia B. Rizzi;  Reginaldo A. Zara;  Emerson Vitor Castelani;  Sandro Marcos Guzzo;  Max Oliveira de Souza;  Maria Lucia Fernandes Penna;  ";Conselho Nacional de Desenvolvimento Científico e Tecnológico;Não
20;Aristófanes Corrêa Silva;Reconhecimento de Face de Personalidades Históricas para Auxiliar na Recuperação de Documentos em Acervos Digitais;2010;"2012";EM_ANDAMENTO;PESQUISA;"3";"";"1";"";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Geraldo Braz Junior;  Asla Medeiros e Sá;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
20;Aristófanes Corrêa Silva;Sistema Inteligente para apoio a Tomada de Decisão de equipes operacionais e de gestão logística via  desenvolvimento de um protótipo de um centro de gestão da manutenção de um Sistema Distribuição de Energia Elétrica;2010;"2012";EM_ANDAMENTO;DESENVOLVIMENTO;"5";"";"2";"";"Aristófanes Corrêa Silva;  Alcione Miranda dos Santos;  João Viana da Fonseca Neto;  Carlos Brandão Barbosa Leite;  Patryckson Marinho Santos;  José Roberto Quezada Pena;  ";Companhia Energética do Maranhão;Não
20;Aristófanes Corrêa Silva;Imagens Médicas: Processamento, Análise e Visualização para Detecção e Diagnóstico de Câncer de Mama e Pulmão;2010;"2014";EM_ANDAMENTO;PESQUISA;"10";"";"3";"2";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Geraldo Braz Junior;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Não
20;Aristófanes Corrêa Silva;Implantação da Rede Temática em Computação Científica e Visualização na UFMA Núcleo UFMA da Rede Galileu;2008;"2011";EM_ANDAMENTO;DESENVOLVIMENTO;"2";"";"";"";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Alexandre César Muniz de Oliveira;  Mario Antonio Meireles Teixeira;  ";"";Não
20;Aristófanes Corrêa Silva;Processamento e análise de imagens mastológicas;2008;"2012";EM_ANDAMENTO;PESQUISA;"";"";"6";"2";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Geraldo Braz Junior;  Simara Vieira da Rocha;  Célio Vinicius Neves de Albuquerque;  Aura Conci;  Regina Célia Paula Leal Toledo;  Bianca Zadrozny;  Esteban Walter Gonzalez Clua;  Otton Teixeira da Silveira Filho;  ";Coordenação de Aperfeiçoamento de Pessoal de Nível Superior;Não
