"id_docente";"nome";"tipo";"titulo";"ano";"financiadora";"outras_informacoes";"autores"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa do XV Simpósio Brasileiro de Sistemas de Informação (SBSI 2019);2019;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa do XVIII Simpósio Brasileiro de Qualidade de Software (SBQS 2019);2019;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa do XXX Simpósio Brasileiro de Informática na Educação (SBIE 2019);2019;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa do Simpósio Brasileiro de Games e Entretenimento Digital (SBGames 2019 - Education Track);2019;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa do XXXIII Simpósio Brasileiro de Engenharia de Software (SBES 2019 - Education Track);2019;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa do XVIII Workshop sobre Aspectos da Interação-Humano Computador para a Web Social (WAIHCWS / IHC 2019);2019;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa de minicursos do XVIII Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais (IHC 2019);2019;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa da VII Escola Regional de Computação do Ceará, Maranhão e Piauí (ERCEMAPI 2019);2019;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa do VIII Brazilian Workshop on Social Network Analysis and Mining (BraSNAM 2019);2019;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa do IV Workshop sobre aspectos Sociais, Humanos e Econômicos de Software (WASHES 2019);2019;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa do XXVII Workshop sobre Educação em Computação (WEI 2019);2019;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa do Workshop de Teses e Dissertações do CBSoft 2018;2018;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;CONGRESSO;Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software - WASHES 2018 (Coordenador do Comitê de Programa);2018;"";"Local: ; Cidade: ; Duração: ; ";"Davi Viana dos Santos;Igor Wiese;"
24;Davi Viana dos Santos;CONGRESSO;Workshop de Teses e Dissertações em Sistemas de Informação - WTDSI 2018 (Coordenador do Comitê de Programa);2018;"";"Local: ; Cidade: ; Duração: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;CONGRESSO;Encontro Regional de Computação e Sistemas de Informação - ENCOSIS 2018 - (Coordenador do Comitê de Programa);2018;"";"Local: ; Cidade: ; Duração: ; ";"Márcia Henke;Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Ibero-American Conference on Software Engineering ? Software Engineering Track - CIbSE 2018;2018;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Workshop de Iniciação Científica em Sistemas de Informação - WICSI 2018;2018;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa do ACM/IEEE International Symposium on Empirical Software  Engineering and Measurement - ESEM (Posters Track);2018;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Avaliador Externo Ad hoc PIBIC/PIBITI UERN;2018;"";"Finalidade: Avaliação de planos de trabalho do PIBIC/PIBITI da Univesidade do Estado do Rio Grande do Norte; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa da 9th Euro American Conference on Telematics and Information Systems - EATIS 2018;2018;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do comitê de programa do XVII Simpósio Brasileiro de Qualidade de Software (SBQS 2018);2018;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Simpósio Brasileiro de Sistemas de Informação - SBSI 2018;2018;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa de minicursos do Simpósio Brasileiro de Sistemas de Informação - SBSI 2018;2018;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Brazilian Workshop on Social Network Analysis and Mining - BrasNAM 2018;2018;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Workshop sobre Aspectos da IHC para a Web Social - WAIHCWS 2017;2017;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Joint 5th International Workshop on Software Engineering for Systems-of-Systems and 11th Workshop on Distributed Software Development, Software Ecosystems and Systems-of-Systems - SESoS/WDES 2017;2017;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Simpósio Brasileiro de Sistemas de Informação - SBSI 2017;2017;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Workshop de Teses e Dissertações em Qualidade de Software - WTDQS 2017;2017;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Simpósio Brasileiro de Qualidade de Software - SBQS 2017;2017;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Simpósio Brasileiro de Engenharia de Software - Trilha de Educação - SBES 2017;2017;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Ibero-American Conference on Software Engineering ? Software Engineering Track - CIbSE 2017;2017;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Workshop de Iniciação Científica em Sistemas de Informação - WICSI 2017;2017;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Workshop de Teses e Dissertações em Sistemas de Informação - WTDSI 2017;2017;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Simpósio de Computação do Oeste do Pará - SCOOP 2017;2017;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Brazilian Workshop on Social Network Analysis and Mining - BrasNAM 2017;2017;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Encontro Regional de Computação e Sistemas de Informação - ENCOSIS 2017;2017;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa da Jornada de Informática do Maranhão, JIM 2016;2016;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;CONGRESSO;Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software (WASHES 2016);2016;UFMA, UNIRIO, UTFPR e PUC-RS;"Local: ; Cidade: Maceió; Duração: 1; ";"Davi Viana dos Santos;Rodrigo Santos;IGOR STEINMACHER;Sabrina Marczak;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Ibero-American Conference on Software Engineering ? Software Engineering Track - CIbSE 2016;2016;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa Workshop em Desenvolvimento Distribuído de Software, Ecossistemas de Software e Sistemas-de-Sistemas - WDES 2016;2016;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Simpósio Brasileiro de Qualidade de Software - SBQS 2016;2016;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;SOFTWARE;Fila Virtual;2016;Não houve financiamento;"Finalidade: Apoiar a organização da fila de atendimento do Restaurante Universitário; Plataforma: PHP; Ambiente: Utilitários; ";"Walysson Carlos dos Santos Oliveira;Sérgio Costa;Davi Viana dos Santos;"
24;Davi Viana dos Santos;CONGRESSO;Encontro Regional de Computação e Sistemas de Informação - ENCOSIS 2016 - (Coordenador do Comitê de Programa);2016;"";"Local: ; Cidade: Manaus; Duração: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;CONGRESSO;AASSQ ? Amazon Advanced School on Software Quality;2015;Instituto de Computação - UFAM;"Local: Studio Cinco - Centro de Convenções; Cidade: Manaus; Duração: 1; ";"Davi Viana dos Santos;Nathalia França de Oliveira;José Lima da Silva Filho;Davi Viana dos Santos;Davi Viana dos Santos;Davi Viana dos Santos;Davi Viana dos Santos;Adriano Bessa Albuquerque;Ana Luiza Bessa de Paula Barros;Davi Viana dos Santos;Cíntia Giacomello;Scheila de Ávila e Silva;MARIO ANTONIO MEIRELES TEIXEIRA;Raimundo Santos Moura;José Maria Monteiro;Anselmo Cardoso de Paiva;Luis Jorge Enrique Rivero Cabrejos;Davi Viana dos Santos;Davi Viana dos Santos;Luis Rivero;CONTE, TAYANA;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Congresso Amazônico de Computação e Sistemas de Informação, CACSI 2015;2015;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa do Simpósio Brasileiro de Qualidade de Software - SBQS 2015;2015;"";"Finalidade: ; ";"Davi Viana dos Santos;"
24;Davi Viana dos Santos;CONGRESSO;XIV Simpósio Brasileiro de Qualidade de Software (SBQS 2015);2015;Sociedade Brasileira de Computação;"Local: Studio Cinco - Centro de Convenções; Cidade: Manaus; Duração: 1; ";"Davi Viana dos Santos;CONTE, TAYANA;"
24;Davi Viana dos Santos;CONGRESSO;Encontro Regional de Computação e Sistemas de Informação - ENCOSIS;2015;FUCAPI;"Local: FUCAPI; Cidade: Manaus; Duração: 1; ";"Davi Viana dos Santos;Claudete Kronbauer;Kátia Silva;Marcela Pessoa;"
24;Davi Viana dos Santos;PARECER;Membro do Comitê de Programa Workshop em Desenvolvimento Distribuído de Software, Ecossistemas de Software e Sistemas-de-Sistemas - WDES 2015;2015;"";"Finalidade: ; ";"Davi Viana dos Santos;"
43;Erico Meneses Leão;CONGRESSO;"8th Doctoral Symposium in Informatics Engineering";2013;PRODEI/FEUP;"Local: Faculdade de Engenharia da Universidade do Porto; Cidade: Porto; Duração: 1; ";"Erico Meneses Leão;Eugénio Oliveira;Augusto Sousa;Pedro Strecht;"
43;Erico Meneses Leão;OUTRO;II Semana Acadêmica de Ciência da Computação - II SACIC;2010;Universidade Federal do Piauí;"Local: UFPI; Cidade: Teresina; Duração: 1; ";"Erico Meneses Leão;"
43;Erico Meneses Leão;CONGRESSO;III Encontro Regional de Computação do Piauí - ERECOMPI 2008;2008;Centro de Ensino unificado de Teresina;"Local: Auditório da FIEPI; Cidade: Teresina; Duração: 1; ";"Ricardo Moura Sekeff Budaruiche;Erico Meneses Leão;Ricardo Gomes de Queiroz;"
43;Erico Meneses Leão;OUTRO;I Semana Acadêmica de Ciência da Computação - I SACIC;2008;Universidade Federal do Piauí;"Local: UFPI; Cidade: Teresina; Duração: 1; ";"Erico Meneses Leão;"
43;Erico Meneses Leão;CONGRESSO;III Simpósio Piuaiense de Informática - PiauInfo 2003;2003;Universidade Federal do Piauí;"Local: Teresina Shopping; Cidade: Teresina; Duração: 1; ";"Erico Meneses Leão;Erico Meneses Leão;Erico Meneses Leão;Erico Meneses Leão;Erico Meneses Leão;Raimundo Santos Moura;Erico Meneses Leão;"
37;Flavio Henrique Duarte de Araujo;SOFTWARE;Mapa da Covid-19 Piauí: uma ferramenta WEB para monitoramento e auxílio na tomada de decisões;2023;INPI - Instituto Nacional da Propriedade Industrial;"Tipo Registro/Patente: PROGRAMA_DE_COMPUTADOR_PC; Código: BR512023001015-4; Data Depósito: 13042023; Depositante: ; Titular: ; ";""
37;Flavio Henrique Duarte de Araujo;CONGRESSO;XII SIMPÓSIO DE SISTEMAS DE INFORMAÇÃO - SINFO;2022;Universidade Federal do Piauí;"Local: UFPI; Cidade: Picos; Duração: 1; ";"Flavio Henrique Duarte de Araujo;"
37;Flavio Henrique Duarte de Araujo;SOFTWARE;AutenticaNet: Uma ferramenta para autenticação por reconhecimento facial;2022;INPI - Instituto Nacional da Propriedade Industrial;"Tipo Registro/Patente: PROGRAMA_DE_COMPUTADOR_PC; Código: BR512023001021-9; Data Depósito: 01032022; Depositante: ; Titular: ; ";""
37;Flavio Henrique Duarte de Araujo;SOFTWARE;GEMA CALCULATOR;2022;INPI - Instituto Nacional da Propriedade Industrial;"Tipo Registro/Patente: PROGRAMA_DE_COMPUTADOR_PC; Código: BR512023001017-0; Data Depósito: 02012022; Depositante: ; Titular: ; ";""
37;Flavio Henrique Duarte de Araujo;SOFTWARE;CONTAEGGS: UMA FERRAMENTA PARA CONTAGEM DE OVOS EM PALHETAS DE OVITRAMPAS;2022;INPI - Instituto Nacional da Propriedade Industrial;"Tipo Registro/Patente: PROGRAMA_DE_COMPUTADOR_PC; Código: BR512022003075-6; Data Depósito: 01052022; Depositante: ; Titular: ; ";""
37;Flavio Henrique Duarte de Araujo;SOFTWARE;LEUKNET - UM MODELO DE REDE NEURAL CONVOLUCIONAL PARA O DIAGNÓSTICO DE LEUCEMIA;2022;INPI - Instituto Nacional da Propriedade Industrial;"Tipo Registro/Patente: PROGRAMA_DE_COMPUTADOR_PC; Código: BR512022001677-0; Data Depósito: 12072022; Depositante: ; Titular: ; ";""
37;Flavio Henrique Duarte de Araujo;CONGRESSO;ENUCOMPI & XI SINFO;2021;UFPI;"Local: UFPI; Cidade: TERESINA; Duração: 1; ";"Flavio Henrique Duarte de Araujo;"
37;Flavio Henrique Duarte de Araujo;SOFTWARE;GeMapCom: Uma ferramenta para mapeamento comparativo e visualização de dados Genômicos;2021;INPI - Instituto Nacional da Propriedade Industrial;"Tipo Registro/Patente: PROGRAMA_DE_COMPUTADOR_PC; Código: BR512021001837-0; Data Depósito: 01032021; Depositante: Universidade Federal do Piauí; Titular: ; ";""
37;Flavio Henrique Duarte de Araujo;SOFTWARE;GLCAD;2020;INPI - Instituto Nacional da Propriedade Industrial;"Tipo Registro/Patente: PROGRAMA_DE_COMPUTADOR_PC; Código: BR512021001795-1; Data Depósito: 01032020; Depositante: ; Titular: ; ";""
37;Flavio Henrique Duarte de Araujo;SOFTWARE;camBIR: Image Search for Scientific Data;2020;U.S. Department of Energy;"Tipo Registro/Patente: PROGRAMA_DE_COMPUTADOR_PC; Código: 2020-044; Data Depósito: 05032020; Depositante: Universidade Federal do Piauí; Titular: ; ";""
37;Flavio Henrique Duarte de Araujo;OUTRO;X SIMPÓSIO DE SISTEMAS DE INFORMAÇÃO - SINFO;2019;UFPI;"Local: UFPI; Cidade: PICOS; Duração: 1; ";"Flavio Henrique Duarte de Araujo;"
37;Flavio Henrique Duarte de Araujo;CONGRESSO;ERCAS-PI & ENUCOMPI;2019;UFPI;"Local: UFPI; Cidade: TERESINA; Duração: 1; ";"Flavio Henrique Duarte de Araujo;"
37;Flavio Henrique Duarte de Araujo;OUTRO;IX SIMPÓSIO DE SISTEMAS DE INFORMAÇÃO - SINFO;2018;UFPI;"Local: UFPI; Cidade: PICOS; Duração: 1; ";"Flavio Henrique Duarte de Araujo;"
37;Flavio Henrique Duarte de Araujo;SOFTWARE;pyCBIR: Deep Neural Network for Scientific Image Search;2018;University of California - Berkeley;"Tipo Registro/Patente: PROGRAMA_DE_COMPUTADOR_PC; Código: 2018-109; Data Depósito: 25072018; Depositante: ; Titular: ; ";""
37;Flavio Henrique Duarte de Araujo;CURSO-DE-CURTA-DURACAO-MINISTRADO;Visão Computacional em python utilizando as bibliotecas scikit-image e scikit-learn. 2017;2017;"";"Participação dos autores: DOCENTE; Local do Curso: ; Cidade: ; Duração: ; ";"SILVA, ROMUERE R.V.;LOPES, JOSÉ G.F.;Flavio Henrique Duarte de Araujo;Fátima Nelsizeuma Sombra de Medeiros;USHIZIMA, DANIELA;"
37;Flavio Henrique Duarte de Araujo;Curso de curta duração ministrado;Redes Neurais Convolucionais com Tensorflow: Teoria e Prática;2017;"";"Finalidade: ; Cidade: Picos; Local: Universidade Federal do Piaui; ";"Flavio Henrique Duarte de Araujo;Allan Cordeiro Carneiro;Romuere Rodrigues Veloso e Silva;Fátima Nelsizeuma Sombra de Medeiros;Daniela Mayumi Ushizima;"
37;Flavio Henrique Duarte de Araujo;Curso de curta duração ministrado;Visão Computacional em python utilizando as bibliotecas scikit-image e scikit-learn;2017;"";"Finalidade: ; Cidade: Picos; Local: Universidade Federal do Piaui; ";"SILVA, ROMUERE R. V. E;Jose Lopes;Flavio Henrique Duarte de Araujo;Fátima Nelsizeuma Sombra de Medeiros;Daniela Mayumi Ushizima;"
37;Flavio Henrique Duarte de Araujo;CURSO-DE-CURTA-DURACAO-MINISTRADO;Redes Neurais Convolucionais com Tensorflow: Teoria e Prática. 2017;2017;"";"Participação dos autores: DOCENTE; Local do Curso: ; Cidade: ; Duração: ; ";"Flavio Henrique Duarte de Araujo;CARNEIRO, ALLAN C.;SILVA, ROMUERE R.V.;USHIZIMA, DANIELA;Fátima Nelsizeuma Sombra de Medeiros;"
37;Flavio Henrique Duarte de Araujo;CURSO-DE-CURTA-DURACAO-MINISTRADO;Processamento Digital de Imagens Utilizando o Matlab;2013;Universidade Federal do Piauí;"Participação dos autores: DOCENTE; Local do Curso: Piauí; Cidade: Picos; Duração: 12; ";"Flavio Henrique Duarte de Araujo;Romuere Rodrigues Veloso e Silva;"
37;Flavio Henrique Duarte de Araujo;CURSO-DE-CURTA-DURACAO-MINISTRADO;Técnicas de Processamento de Imagens no Diagnóstico Automático de Doenças da Retina;2012;ERCEMAPI;"Participação dos autores: DOCENTE; Local do Curso: Universidade Federal do Maranhão; Cidade: São Luís; Duração: 4; ";"Rodrigo Melo de Souza Veras;Romuere Rodrigues Veloso e Silva;Flavio Henrique Duarte de Araujo;Kelson Romulo Texeira Aires;André Macedo Santana;"
37;Flavio Henrique Duarte de Araujo;CURSO-DE-CURTA-DURACAO-MINISTRADO;Trabalhando com o MATLAB;2011;Universidade Federal do Piauí;"Participação dos autores: DOCENTE; Local do Curso: Departamento de Informática e estatística; Cidade: Teresina; Duração: 8; ";"Flavio Henrique Duarte de Araujo;Rodrigo Melo de Souza Veras;Romuere Rodrigues Veloso e Silva;Rodrigo Melo de Souza Veras;Romuere Rodrigues Veloso e Silva;Flavio Henrique Duarte de Araujo;Fátima Nelsizeuma Sombra de Medeiros;Gabriel C Moura;Romuere Rodrigues Veloso e Silva;Nayara de Holanda Moura;Emerson S Silva;Flavio Henrique Duarte de Araujo;L G T Santos;M A S Frazão;Rodrigo Melo de Souza Veras;Flavio Henrique Duarte de Araujo;Flavio Henrique Duarte de Araujo;SILVA, ROMUERE;Daniela Mayumi Ushizima;Flavio Henrique Duarte de Araujo;Flavio Henrique Duarte de Araujo;Rodrigo Melo de Souza Veras;André Macedo Santana;Fátima Nelsizeuma Sombra de Medeiros;Flavio Henrique Duarte de Araujo;Romuere Rodrigues Veloso e Silva;Rodrigo Melo de Souza Veras;"
37;Flavio Henrique Duarte de Araujo;Curso de curta duração ministrado;Trabalhando com MATLAB. 2011;2011;"";"Finalidade: ; Cidade: ; Local: ; ";"Flavio Henrique Duarte de Araujo;SILVA, ROMUERE R. V. E;Rodrigo Melo de Souza Veras;"
37;Flavio Henrique Duarte de Araujo;Curso de curta duração ministrado;LaTeX para iniciantes;2011;"";"Finalidade: ; Cidade: ; Local: ; ";"Romuere Rodrigues Veloso e Silva;Flavio Henrique Duarte de Araujo;Rodrigo Melo de Souza Veras;"
37;Flavio Henrique Duarte de Araujo;CURSO-DE-CURTA-DURACAO-MINISTRADO;Latex para iniciantes;2011;Universidade Federal do Piauí;"Participação dos autores: DOCENTE; Local do Curso: Departamento de Informática e estatística; Cidade: TERESINA; Duração: 8; ";"Romuere Rodrigues Veloso e Silva;Flavio Henrique Duarte de Araujo;Rodrigo Melo de Souza Veras;"
37;Flavio Henrique Duarte de Araujo;SOFTWARE;SEED - Software de Ensino de Estrutura de Dados;2010;"";"Finalidade: Mostrar o funcionamento dos principais algoritmos de ordenação; Plataforma: ; Ambiente: Java; ";"Flavio Henrique Duarte de Araujo;Romuere Rodrigues Veloso e Silva;Rodrigo Melo de Souza Veras;"
51;Francisco Airton Pereira da Silva;CONFERENCIA;A Scheduler For Mobile Cloud Based on Weighted Metrics and Dynamic Context Evaluation;2015;"";"Nome do Evento: 30th ACM/SIGAPP Symposium On Applied Computing (SAC); Local da Apresentação: Espanha; Cidade da Apresentação: Salamanca; ";"Francisco Airton Pereira da Silva;Francisco Airton Pereira da Silva;Paulo Anselmo da Mota Silveira Neto;Vinicius Cardoso Garcia;Rodrigo Elia Assad;Fernando Mota Trinta;Francisco Airton Pereira da Silva;Francisco Airton Pereira da Silva;Paulo Anselmo da Mota Silveira Neto;Vinicius Cardoso Garcia;Rodrigo Elia Assad;Fernando Mota Trinta;Francisco Airton Pereira da Silva;Paulo Anselmo da Mota Silveira Neto;Vinicius Cardoso Garcia;Fernando Mota Trinta;Rodrigo Elia Assad;Francisco Airton Pereira da Silva;Francisco Airton Pereira da Silva;Francisco Airton Pereira da Silva;Francisco Airton Pereira da Silva;"
23;Francisco José da Silva e Silva;OUTRA;Membro do Comitê de Programa da 9th IEEE International Conference on Smart Computing (IEEE SMARTCOMP 2023);2023;"";"Finalidade: ; ";"Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;OUTRA;Membro do Comitê de Programa do Simpósio Brasileiro de Computação Ubíqua e Pervasiva - SBCUP;2023;"";"Finalidade: ; ";"Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;SOFTWARE;ReqSCity;2023;INPI - Instituto Nacional da Propriedade Industrial;"Tipo Registro/Patente: PROGRAMA_DE_COMPUTADOR_PC; Código: BR512023000336-0; Data Depósito: 28022023; Depositante: Universidade Federal do Maranhão; Titular: ; ";""
23;Francisco José da Silva e Silva;PARECER;Membro do Comitê de Programa do Prêmio LF do XXVIII Simpósio Brasileiro de Sistemas Multimídia e Web - WebMedia 2022;2022;"";"Finalidade: ; ";"Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;PARECER;Membro do Comitê de Programa do Simpósio Brasileiro de Computação Ubíqua e Pervasiva - SBCUP 2022;2022;"";"Finalidade: ; ";"Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;PARECER;Membro do Comitê de Programa do WFA ? Workshop de Ferramentas e Aplicações do XXVIII Simpósio Brasileiro de Sistemas Multimídia e Web - WebMedia 2022;2022;"";"Finalidade: ; ";"Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;PARECER;Participação no Comitê de Programa do VIII Encontro Acadêmico de Computação (EAComp) da UFMA;2021;"";"Finalidade: ; ";"Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;PARECER;Membro do Comitê de Programa do Simpósio Brasileiro de Computação Ubíqua e Pervasiva - SBCUP 2021;2021;"";"Finalidade: ; ";"Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;OUTRA;Participação no Comitê de Programa do WebMedia 2021 - WFA/LF;2021;"";"Finalidade: ; ";"Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;PARECER;Avaliação de proposta de projeto de pesquisa para a FAPESP;2021;FAPESP - Fundação de Amaro à Pesquisa do Estado de São Paulo;"Finalidade: ; ";"Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;OUTRO;WISC (Workshop de Internet of Things e Smart Cities);2020;Universidade Federal do Maranhão;"Local: ; Cidade: São Luís, MA; Duração: 1; ";"Francisco José da Silva e Silva;Davi Viana dos Santos;Luciano Reis Coutinho;"
23;Francisco José da Silva e Silva;PARECER;Membro do Comitê de Programa do Simpósio Brasileiro de Computação Ubíqua e Pervasiva - SBCUP 2020;2020;"";"Finalidade: ; ";"Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;OUTRA;Membro do Comitê de Programa da Jornada de Atualização em Informática (JAI) 2019;2019;"";"Finalidade: ; ";"Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;SOFTWARE;Clinical Score Generation Tool;2019;Universidade Federal do Maranhão;"Finalidade: Geração semi-automática de aplicações m-health para monitoramento de escores clínicos; Plataforma: Java, Esper EPL; Ambiente: ; ";"Allan Fa&#769;bio de Aguiar Barbosa;Ivan Rodrigues de Moura;Francisco José da Silva e Silva;Luciano Reis Coutinho;Vitor Pinheiro de Almeida;Markus Endler;"
23;Francisco José da Silva e Silva;SOFTWARE;Mobility Pattern Specification Tool;2019;Universidade Federal do Maranhão;"Finalidade: Identificação on-line de violações de padrões de mobilidade especificados para entidades móveis; Plataforma: Java, Esper EPL; Ambiente: ; ";"Adalberto Teixeira Azevedo Jr;Luciano Reis Coutinho;Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;CONGRESSO;Concurso de Teses e Dissertações do Simpósio em Sistemas Computacionais de Alto Desempenho (CTD WSCAD 2019);2019;Sociedade Brasileira de Computação;"Local: Brasil; Cidade: Campo Grande, MS; Duração: 1; ";"Francisco José da Silva e Silva;Carla Osthoff;"
23;Francisco José da Silva e Silva;SOFTWARE;Identificador de Situações de Usuários Móveis com Uso de Lógica Nebulosa e Dados de Contexto: Co-localização, Localização, Dia da Semana e Período do Dia;2019;INPI - Instituto Nacional da Propriedade Industrial;"Tipo Registro/Patente: PROGRAMA_DE_COMPUTADOR_PC; Código: BR512019001277-1; Data Depósito: 25062019; Depositante: ; Titular: ; ";""
23;Francisco José da Silva e Silva;OUTRA;Membro do Comitê de Programa do Simpósio Brasileiro de Computação Ubíqua e Pervasiva - SBCUP 2019;2019;"";"Finalidade: ; ";"Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;SOFTWARE;Identificador de Situações de Usuários Móveis com Uso de Lógica Nebulosa e Dados de Contexto: Atividade Física do Usuário, Localização, Dia da Semana e Período do Dia;2019;INPI - Instituto Nacional da Propriedade Industrial;"Tipo Registro/Patente: PROGRAMA_DE_COMPUTADOR_PC; Código: BR512019001278-0; Data Depósito: 25062019; Depositante: ; Titular: ; ";""
23;Francisco José da Silva e Silva;SOFTWARE;IoTDTV;2018;Universidade Federal do Maranhão;"Finalidade: Expor à aplicações de TV Digital elementos de percepção e atuação no ambiente através da IoT; Plataforma: Java, Esper EPL, Lua, NCL; Ambiente: ; ";"Danne Makleyston Gomes Pereira;Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;OUTRA;Membro do Comitê de Programa do Simpósio Brasileiro de Computação Ubíqua e Pervasiva - SBCUP 2018;2018;"";"Finalidade: ; ";"Francisco José da Silva e Silva;"
23;Francisco José da Silva e Silva;avaliação de artigos;Avaliação de artigos para a conferência IEEE 17th International Symposium on Network Computing and Applications (NCA);2018;"";"Finalidade: ; Cidade: ; Local: ; ";"Francisco José da Silva e Silva;"
